,node1,node2,label
1188,845|,846|845,397
1189,845|,855|845,2875
1190,845|,844|845,3240
1191,854|,844|854,368
1192,854|,855|854,3241
1193,854|,853|854,370
1194,854|,864|854,3795
1195,849|,848|849,2367
1196,849|,839|849,3098
1197,849|,840|849,2959
1198,849|,859|849,3906
1199,837|,827|837,1695
1200,837|,836|837,2370
1201,837|,847|837,1688
1202,837|,838|837,1686
1203,846|,836|846,1696
1204,846|,847|846,398
1205,846|,856|846,131
1206,846|,845|846,1698
1207,855|,845|855,394
1208,855|,856|855,3696
1209,855|,854|855,3705
1210,855|,865|855,2963
1211,833|,834|833,444
1212,833|,832|833,2979
1213,833|,843|833,1883
1214,833|,823|833,446
1215,844|,834|844,2874
1216,844|,843|844,334
1217,844|,854|844,369
1218,844|,845|844,1885
1219,828|,818|,3986
1220,828|,827|828,1684
1221,828|,838|828,127
1222,828|,829|828,3691
1223,840|,849|840,2366
1224,840|,830|840,3099
1225,840|,850|840,3911
1226,840|,841|840,338
1227,857|,847|857,1678
1228,857|,858|857,133
1229,857|,867|857,361
1230,857|,856|857,1690
1231,848|,838|848,1680
1232,848|,858|848,1699
1233,848|,847|848,129
1234,848|,849|848,2368
1235,839|,829|839,2372
1236,839|,838|839,1682
1237,839|,830|839,2966
1238,839|,849|839,2369
1239,829|,828|829,3768
1240,829|,839|829,3692
1241,829|,819|829,2373
1242,829|,820|829,2969
1243,832|,831|832,2977
1244,832|,833|832,1882
1245,832|,842|832,1377
1246,832|,822|832,2974
1247,821|,831|821,2855
1248,821|,820|821,2978
1249,821|,822|821,3693
1250,821|,811|821,2857
1251,866|,867|866,358
1252,866|,865|866,400
1253,866|,856|866,1677
1254,866|,876|866,2960
1255,878|,877|878,3988
1256,878|,868|878,151
1257,878|,888|878,147
1258,878|,879|878,136
1259,887|,877|887,142
1260,887|,888|887,149
1261,887|,897|887,414
1262,887|,886|887,417
1263,868|,867|868,1692
1264,868|,869|868,152
1265,868|,878|868,135
1266,868|,858|868,3631
1267,835|,836|835,2961
1268,835|,845|835,396
1269,835|,834|835,332
1270,835|,825|835,1886
1271,859|,849|859,3573
1272,859|,858|859,3735
1273,859|,850|859,3734
1274,859|,869|859,389
1275,865|,864|865,364
1276,865|,875|865,401
1277,865|,855|865,393
1278,865|,866|865,357
1279,875|,865|875,356
1280,875|,876|875,402
1281,875|,885|875,3242
1282,875|,874|875,3784
1283,884|,874|884,1675
1284,884|,883|884,1872
1285,884|,885|884,350
1286,884|,894|884,2517
1287,858|,848|,2958
1288,858|,857|858,360
1289,858|,868|858,134
1290,858|,859|858,3736
1291,867|,857|867,359
1292,867|,868|867,1691
1293,867|,866|867,1693
1294,867|,877|867,144
1295,876|,877|876,403
1296,876|,866|876,404
1297,876|,886|876,2787
1298,876|,875|876,363
1299,874|,875|874,1676
1300,874|,873|874,440
1301,874|,864|874,366
1302,874|,884|874,349
1303,889|,888|889,645
1304,889|,879|889,1705
1305,889|,880|889,383
1306,889|,899|889,138
1307,885|,875|885,355
1308,885|,886|885,638
1309,885|,895|885,351
1310,885|,884|885,3990
1311,879|,878|879,146
1312,879|,869|879,1706
1313,879|,870|879,3978
1314,879|,889|879,137
1315,860|,869|860,381
1316,860|,861|860,154
1317,860|,870|860,386
1318,860|,850|860,3095
1319,863|,862|863,373
1320,863|,864|863,391
1321,863|,873|863,347
1322,863|,853|863,343
1323,896|,897|896,642
1324,896|,906|896,419
1325,896|,886|896,3431
1326,896|,895|896,353
1327,877|,887|,3697
1328,877|,878|877,145
1329,877|,867|877,143
1330,877|,876|877,362
1331,869|,868|869,3630
1332,869|,860|869,153
1333,869|,879|869,382
1334,869|,859|869,388
1335,908|,898|908,412
1336,908|,909|908,1703
1337,908|,918|908,1701
1338,908|,907|908,2807
1339,897|,887|897,141
1340,897|,898|897,415
1341,897|,896|897,641
1342,897|,907|897,3244
1343,888|,878|888,150
1344,888|,889|888,643
1345,888|,898|888,640
1346,888|,887|888,148
1347,898|,888|898,413
1348,898|,908|898,416
1349,898|,899|898,2790
1350,898|,897|898,140
1351,900|,890|900,3588
1352,900|,909|900,410
1353,900|,901|900,2796
1354,900|,910|900,3787
1355,899|,889|899,644
1356,899|,898|899,139
1357,899|,890|899,2791
1358,899|,909|899,1700
1359,880|,881|880,1672
1360,880|,889|880,3094
1361,880|,890|880,3886
1362,880|,870|880,384
1363,873|,883|873,3097
1364,873|,872|873,1873
1365,873|,863|873,441
1366,873|,874|873,348
1367,909|,919|909,2793
1368,909|,908|909,411
1369,909|,899|909,1704
1370,909|,900|909,2795
1371,892|,891|892,163
1372,892|,882|892,169
1373,892|,902|892,170
1374,892|,893|892,167
1375,881|,880|881,3575
1376,881|,871|881,157
1377,881|,882|881,158
1378,881|,891|881,3438
1379,901|,891|901,3430
1380,901|,902|901,3786
1381,901|,911|901,407
1382,901|,900|901,3589
1383,891|,890|891,164
1384,891|,901|891,3429
1385,891|,881|891,3439
1386,891|,892|891,166
1387,907|,908|907,3245
1388,907|,917|907,3427
1389,907|,906|907,2808
1390,907|,897|907,2789
1391,919|,910|,2844
1392,919|,909|919,2794
1393,919|,929|919,3246
1394,919|,918|919,2806
1395,917|,916|917,3765
1396,917|,918|917,3428
1397,917|,927|917,3445
1398,917|,907|917,3767
1399,902|,892|902,1668
1400,902|,901|902,406
1401,902|,903|902,436
1402,902|,912|902,171
1403,911|,910|911,408
1404,911|,912|911,2797
1405,911|,921|911,2800
1406,911|,901|911,2799
1407,895|,896|895,352
1408,895|,885|895,354
1409,895|,905|895,1661
1410,895|,894|895,3433
1411,914|,904|914,635
1412,914|,913|914,1663
1413,914|,915|914,425
1414,914|,924|914,2812
1415,906|,896|906,1660
1416,906|,907|906,2788
1417,906|,905|906,420
1418,906|,916|906,2809
1419,916|,906|916,3987
1420,916|,926|916,3887
1421,916|,917|916,3766
1422,916|,915|916,2810
1423,872|,871|872,1669
1424,872|,873|872,2849
1425,872|,882|872,160
1426,872|,862|872,1878
1427,870|,879|870,387
1428,870|,871|870,3574
1429,870|,860|870,385
1430,870|,880|870,1671
1431,918|,908|918,1702
1432,918|,928|918,3578
1433,918|,917|918,3444
1434,918|,919|918,2805
1435,886|,885|,3432
1436,886|,887|886,639
1437,886|,896|886,418
1438,886|,876|886,3890
1439,861|,851|861,375
1440,861|,860|861,3796
1441,861|,871|861,155
1442,861|,862|861,390
1443,853|,852|853,344
1444,853|,863|853,342
1445,853|,843|853,371
1446,853|,854|853,1875
1447,871|,870|871,1670
1448,871|,881|871,156
1449,871|,861|871,2850
1450,871|,872|871,2848
1451,852|,851|852,378
1452,852|,853|852,341
1453,852|,862|852,345
1454,852|,842|852,376
1455,843|,853|843,372
1456,843|,842|843,335
1457,843|,844|843,1884
1458,843|,833|843,443
1459,841|,840|841,337
1460,841|,851|841,339
1461,841|,842|841,1880
1462,841|,831|841,3695
1463,850|,851|850,3096
1464,850|,840|850,3905
1465,850|,859|850,3733
1466,850|,860|850,380
1467,862|,863|862,346
1468,862|,872|862,1877
1469,862|,852|862,1879
1470,862|,861|862,374
1471,851|,861|851,1876
1472,851|,841|851,2365
1473,851|,850|851,379
1474,851|,852|851,340
1475,882|,881|882,161
1476,882|,883|882,1673
1477,882|,872|882,159
1478,882|,892|882,162
1479,842|,852|842,377
1480,842|,843|842,442
1481,842|,832|842,1881
1482,842|,841|842,336
1483,864|,863|864,1874
1484,864|,874|864,365
1485,864|,865|864,392
1486,864|,854|864,367
1487,890|,891|890,165
1488,890|,880|890,3885
1489,890|,899|890,2792
1490,890|,900|890,2846
1491,903|,902|903,2815
1492,903|,913|903,1667
1493,903|,904|903,3228
1494,903|,893|903,437
1495,883|,873|883,439
1496,883|,882|883,2515
1497,883|,893|883,2516
1498,883|,884|883,1674
1499,893|,903|893,3437
1500,893|,892|893,168
1501,893|,894|893,1871
1502,893|,883|893,438
1503,913|,903|913,1666
1504,913|,912|913,435
1505,913|,923|913,1664
1506,913|,914|913,3915
1507,923|,913|923,1665
1508,923|,922|923,2813
1509,923|,924|923,3975
1510,923|,933|923,2816
1511,933|,923|933,3928
1512,933|,943|933,2817
1513,933|,934|933,3929
1514,933|,932|933,3993
1515,921|,922|921,3914
1516,921|,911|921,3442
1517,921|,931|921,3584
1518,921|,920|921,2801
1519,894|,895|894,3229
1520,894|,884|894,637
1521,894|,893|894,3436
1522,894|,904|894,2518
1523,905|,904|905,3435
1524,905|,906|905,3243
1525,905|,915|905,421
1526,905|,895|905,3434
1527,912|,911|912,2798
1528,912|,913|912,434
1529,912|,902|912,405
1530,912|,922|912,3440
1531,943|,933|943,3927
1532,943|,942|943,430
1533,943|,944|943,632
1534,943|,953|943,2533
1535,53|,52|53,1825
1536,53|,63|53,172
1537,53|,54|53,176
1538,53|,43|53,199
1539,34|,33|34,2477
1540,34|,35|34,1795
1541,34|,44|34,1828
1542,34|,24|34,588
1543,43|,53|43,200
1544,43|,44|43,2192
1545,43|,42|43,179
1546,43|,33|43,201
1547,52|,53|52,3317
1548,52|,51|52,2483
1549,52|,42|52,1826
1550,52|,62|52,2416
1551,32|,42|32,1767
1552,32|,33|32,1097
1553,32|,22|32,2184
1554,32|,31|32,1099
1555,50|,59|,183
1556,50|,40|50,3220
1557,50|,51|50,2482
1558,50|,60|50,2411
1559,65|,75|65,3907
1560,65|,64|65,2728
1561,65|,55|65,1791
1562,65|,66|65,3718
1563,54|,55|54,2424
1564,54|,44|54,177
1565,54|,53|54,175
1566,54|,64|54,2476
1567,83|,82|83,745
1568,83|,73|83,2407
1569,83|,93|83,2421
1570,83|,84|83,2418
1571,72|,73|72,1823
1572,72|,82|72,2232
1573,72|,62|72,2443
1574,72|,71|72,2772
1575,74|,75|,3319
1576,74|,73|74,3607
1577,74|,64|74,1820
1578,74|,84|74,3747
1579,63|,73|63,1821
1580,63|,53|63,198
1581,63|,64|63,173
1582,63|,62|63,2408
1583,73|,63|73,1824
1584,73|,83|73,2406
1585,73|,74|73,3606
1586,73|,72|73,1822
1587,75|,74|75,1819
1588,75|,65|75,3908
1589,75|,85|75,3320
1590,75|,76|75,3258
1591,64|,65|64,2726
1592,64|,74|64,3318
1593,64|,54|64,174
1594,64|,63|64,2423
1595,33|,43|33,2189
1596,33|,32|33,1098
1597,33|,34|33,1827
1598,33|,23|33,202
1599,84|,74|84,2422
1600,84|,83|84,2420
1601,84|,94|84,2419
1602,84|,85|84,3322
1603,62|,72|62,2417
1604,62|,63|62,197
1605,62|,61|62,2409
1606,62|,52|62,2415
1607,60|,61|60,2412
1608,60|,50|60,190
1609,60|,69|60,188
1610,60|,70|60,186
1611,51|,50|51,2484
1612,51|,52|51,2729
1613,51|,61|51,195
1614,51|,41|51,2730
1615,80|,70|80,3773
1616,80|,81|80,2441
1617,80|,89|80,3666
1618,80|,90|80,3345
1619,42|,41|42,180
1620,42|,32|42,1096
1621,42|,43|42,2191
1622,42|,52|42,2190
1623,31|,32|31,3770
1624,31|,41|31,1094
1625,31|,21|31,1100
1626,31|,30|31,2445
1627,22|,32|22,2183
1628,22|,21|22,1736
1629,22|,12|22,204
1630,22|,23|22,1735
1631,24|,34|24,3938
1632,24|,23|24,2174
1633,24|,25|24,589
1634,24|,14|24,3991
1635,82|,92|82,2233
1636,82|,72|82,2405
1637,82|,81|82,746
1638,82|,83|82,3700
1639,93|,83|93,744
1640,93|,103|93,726
1641,93|,94|93,3763
1642,93|,92|93,725
1643,56|,66|56,2431
1644,56|,46|56,3204
1645,56|,57|56,2433
1646,56|,55|56,3619
1647,81|,71|81,747
1648,81|,80|81,3802
1649,81|,91|81,749
1650,81|,82|81,2442
1651,85|,84|85,3321
1652,85|,75|85,1818
1653,85|,95|85,740
1654,85|,86|85,3323
1655,94|,84|94,3824
1656,94|,93|94,743
1657,94|,104|94,3353
1658,94|,95|94,742
1659,57|,56|57,3315
1660,57|,58|57,3255
1661,57|,47|57,3684
1662,57|,67|57,2434
1663,46|,45|46,3205
1664,46|,36|46,2725
1665,46|,56|46,2430
1666,46|,47|46,3617
1667,55|,65|55,2727
1668,55|,56|55,3203
1669,55|,54|55,3202
1670,55|,45|55,1792
1671,44|,54|44,2475
1672,44|,45|44,2193
1673,44|,43|44,178
1674,44|,34|44,1794
1675,23|,24|23,3219
1676,23|,22|23,203
1677,23|,13|23,2175
1678,23|,33|23,1766
1679,41|,51|41,194
1680,41|,31|41,2444
1681,41|,42|41,1095
1682,41|,40|41,181
1683,45|,35|45,2425
1684,45|,46|45,3616
1685,45|,44|45,1793
1686,45|,55|45,3685
1687,25|,24|25,590
1688,25|,35|25,586
1689,25|,15|25,592
1690,25|,26|25,1797
1691,14|,24|14,1796
1692,14|,4|14,1800
1693,14|,15|14,601
1694,14|,13|14,3217
1695,58|,57|58,3254
1696,58|,59|58,2480
1697,58|,48|58,3195
1698,58|,68|58,3200
1699,13|,23|13,3218
1700,13|,12|13,2186
1701,13|,14|13,2187
1702,13|,3|13,2176
1703,12|,22|12,1734
1704,12|,11|12,2571
1705,12|,13|12,2185
1706,12|,2|12,205
1707,30|,31|30,3769
1708,30|,40|30,2446
1709,30|,20|30,2732
1710,30|,39|30,1091
1711,39|,30|39,2731
1712,39|,38|39,1085
1713,39|,49|39,1811
1714,39|,29|39,1086
1715,40|,41|40,193
1716,40|,30|40,2447
1717,40|,50|40,182
1718,40|,49|40,2485
1719,28|,29|28,3871
1720,28|,27|28,3652
1721,28|,38|28,3650
1722,28|,18|28,2195
1723,11|,21|11,1741
1724,11|,12|11,1765
1725,11|,10|11,3839
1726,11|,1|11,208
1727,2|,12|2,1733
1728,2|,1|2,206
1729,2|,3|2,1743
1730,2|,992|2,210
1731,20|,30|20,1090
1732,20|,21|20,1092
1733,20|,10|20,1739
1734,20|,29|20,1738
1735,61|,62|61,196
1736,61|,71|61,2413
1737,61|,51|61,3316
1738,61|,60|61,2410
1739,49|,39|49,2486
1740,49|,40|49,192
1741,49|,59|49,1812
1742,49|,48|49,3197
1743,29|,39|29,1810
1744,29|,20|29,1089
1745,29|,28|29,2733
1746,29|,19|29,1087
1747,27|,28|27,3946
1748,27|,37|27,1082
1749,27|,26|27,3653
1750,27|,17|27,3649
1751,10|,20|10,3251
1752,10|,11|10,1740
1753,10|,0|10,3298
1754,10|,19|10,2704
1755,37|,38|37,1083
1756,37|,47|37,3681
1757,37|,27|37,3947
1758,37|,36|37,2724
1759,68|,78|68,1814
1760,68|,58|68,3194
1761,68|,69|68,3201
1762,68|,67|68,3252
1763,71|,81|71,748
1764,71|,70|71,2773
1765,71|,72|71,2231
1766,71|,61|71,2414
1767,59|,69|59,184
1768,59|,58|59,2487
1769,59|,49|59,191
1770,59|,50|59,2481
1771,69|,59|69,189
1772,69|,79|69,2774
1773,69|,60|69,185
1774,69|,68|69,1813
1775,70|,60|70,187
1776,70|,71|70,2230
1777,70|,80|70,2440
1778,70|,79|70,3190
1779,47|,46|47,3618
1780,47|,48|47,3698
1781,47|,37|47,3199
1782,47|,57|47,3683
1783,78|,88|78,1815
1784,78|,79|78,2438
1785,78|,77|78,3465
1786,78|,68|78,3193
1787,98|,88|98,3699
1788,98|,97|98,3265
1789,98|,99|98,3340
1790,98|,108|98,3271
1791,99|,89|99,3341
1792,99|,90|99,3343
1793,99|,109|99,2777
1794,99|,98|99,3748
1795,79|,78|79,3192
1796,79|,70|79,2439
1797,79|,69|79,3191
1798,79|,89|79,3759
1799,66|,65|,1790
1800,66|,67|66,3870
1801,66|,56|66,2432
1802,66|,76|66,3762
1803,88|,89|88,3262
1804,88|,78|88,3253
1805,88|,98|88,3264
1806,88|,87|88,1816
1807,89|,99|89,3342
1808,89|,80|89,3760
1809,89|,88|89,3263
1810,89|,79|89,3761
1811,77|,76|,3256
1812,77|,78|77,3909
1813,77|,87|77,3260
1814,77|,67|77,2436
1815,91|,101|91,750
1816,91|,81|91,3665
1817,91|,92|91,723
1818,91|,90|91,3350
1819,19|,29|19,1088
1820,19|,10|19,3250
1821,19|,9|19,2572
1822,19|,18|19,2474
1823,48|,58|48,2479
1824,48|,38|48,3300
1825,48|,47|48,3198
1826,48|,49|48,3196
1827,35|,36|35,2426
1828,35|,25|35,591
1829,35|,34|35,587
1830,35|,45|35,3615
1831,21|,31|21,1093
1832,21|,22|21,1742
1833,21|,11|21,1101
1834,21|,20|21,1737
1835,102|,92|102,752
1836,102|,103|102,2234
1837,102|,112|102,2402
1838,102|,101|102,754
1839,76|,75|76,3257
1840,76|,77|76,3259
1841,76|,86|76,3267
1842,76|,66|76,1789
1843,92|,82|92,2404
1844,92|,102|92,753
1845,92|,91|92,722
1846,92|,93|92,724
1847,16|,15|16,1799
1848,16|,6|16,2471
1849,16|,26|16,2473
1850,16|,17|16,594
1851,993|,3|993,3208
1852,993|,992|993,1730
1853,993|,994|993,2177
1854,993|,983|993,1746
1855,991|,992|991,1731
1856,991|,1|991,1764
1857,991|,990|991,2568
1858,991|,981|991,214
1859,4|,14|4,3216
1860,4|,3|4,559
1861,4|,994|4,598
1862,4|,5|4,599
1863,995|,5|995,583
1864,995|,994|995,540
1865,995|,996|995,542
1866,995|,985|995,2469
1867,1|,11|1,207
1868,1|,2|1,209
1869,1|,0|1,561
1870,1|,991|1,1102
1871,18|,19|18,1809
1872,18|,8|18,2194
1873,18|,28|18,603
1874,18|,17|18,1080
1875,992|,2|992,1732
1876,992|,991|992,213
1877,992|,993|992,1745
1878,992|,982|992,211
1879,981|,991|981,1109
1880,981|,982|981,1103
1881,981|,971|981,215
1882,981|,980|981,2710
1883,982|,983|982,1104
1884,982|,992|982,212
1885,982|,981|982,1108
1886,982|,972|982,1106
1887,985|,984|985,2707
1888,985|,975|985,545
1889,985|,986|985,549
1890,985|,995|985,2182
1891,5|,4|5,597
1892,5|,6|5,1801
1893,5|,995|5,1803
1894,5|,15|5,584
1895,961|,971|961,1862
1896,961|,960|961,616
1897,961|,951|961,1748
1898,961|,962|961,614
1899,9|,999|9,3249
1900,9|,0|9,565
1901,9|,8|9,563
1902,9|,19|9,3297
1903,998|,999|998,1076
1904,998|,988|998,577
1905,998|,997|998,572
1906,998|,8|998,1071
1907,3|,4|3,3221
1908,3|,13|3,2574
1909,3|,2|3,560
1910,3|,993|3,1744
1911,990|,0|990,2569
1912,990|,980|990,567
1913,990|,991|990,2570
1914,990|,999|990,569
1915,0|,1|0,2573
1916,0|,990|0,566
1917,0|,9|0,562
1918,0|,10|0,3299
1919,971|,981|971,2539
1920,971|,972|971,609
1921,971|,970|971,216
1922,971|,961|971,1861
1923,980|,981|980,2567
1924,980|,970|980,605
1925,980|,989|980,618
1926,980|,990|980,568
1927,984|,983|984,2708
1928,984|,985|984,2181
1929,984|,994|984,2709
1930,984|,974|984,2179
1931,979|,970|979,607
1932,979|,969|979,1127
1933,979|,978|979,1805
1934,979|,989|979,1125
1935,989|,980|989,604
1936,989|,988|989,579
1937,989|,999|989,1078
1938,989|,979|989,1126
1939,983|,993|983,3207
1940,983|,973|983,1747
1941,983|,982|983,1105
1942,983|,984|983,2468
1943,994|,993|994,2188
1944,994|,4|994,558
1945,994|,984|994,2178
1946,994|,995|994,541
1947,8|,998|,576
1948,8|,9|8,564
1949,8|,18|8,1079
1950,8|,7|8,1072
1951,997|,996|997,573
1952,997|,987|997,1073
1953,997|,998|997,1070
1954,997|,7|997,555
1955,973|,983|973,2706
1956,973|,972|973,2538
1957,973|,963|973,1111
1958,973|,974|973,1120
1959,970|,971|970,608
1960,970|,980|970,611
1961,970|,960|970,217
1962,970|,979|970,606
1963,972|,982|972,1107
1964,972|,973|972,1110
1965,972|,971|972,610
1966,972|,962|972,2566
1967,963|,962|963,1112
1968,963|,973|963,1119
1969,963|,953|963,3982
1970,963|,964|963,1114
1971,952|,951|952,1750
1972,952|,962|952,2535
1973,952|,953|952,3944
1974,952|,942|952,1759
1975,974|,973|974,2819
1976,974|,984|974,2180
1977,974|,964|974,1117
1978,974|,975|974,1121
1979,951|,961|951,613
1980,951|,952|951,1754
1981,951|,941|951,2536
1982,951|,950|951,1751
1983,964|,974|964,1116
1984,964|,963|964,1115
1985,964|,965|964,1867
1986,964|,954|964,234
1987,962|,972|962,1763
1988,962|,961|962,615
1989,962|,963|962,1113
1990,962|,952|962,1749
1991,953|,952|953,2534
1992,953|,943|953,631
1993,953|,954|953,3945
1994,953|,963|953,1118
1995,960|,961|960,1762
1996,960|,970|960,617
1997,960|,969|960,1863
1998,960|,950|960,218
1999,942|,952|942,1761
2000,942|,943|942,1760
2001,942|,932|942,431
2002,942|,941|942,1757
2003,969|,960|969,2529
2004,969|,959|969,1128
2005,969|,968|969,2530
2006,969|,979|969,2736
